energy,stress,motivation,hour_of_day,persona,focus_readiness
6,2,3,6,Stress-Sensitive,83.74864013597087
9,6,2,0,Stress-Sensitive,70.98282238507349
9,1,5,16,Stress-Sensitive,84.81522815661778
10,1,9,0,Stress-Sensitive,79.31542224248572
5,7,8,17,Stress-Sensitive,47.96887426096683
6,1,1,2,Stress-Sensitive,71.30164184220276
5,6,5,12,Stress-Sensitive,62.92587721391663
2,1,6,22,Stress-Sensitive,73.04523111634848
8,5,10,3,Stress-Sensitive,84.23940488165834
4,9,4,0,Stress-Sensitive,26.091153801137075
4,7,3,9,Stress-Sensitive,51.77283193667229
4,3,1,15,Stress-Sensitive,73.43199689417666
3,4,5,21,Stress-Sensitive,77.27044107019712
5,1,3,4,Stress-Sensitive,82.7490808401319
2,1,9,20,Stress-Sensitive,71.79199536628981
4,7,10,4,Stress-Sensitive,44.89572973820878
4,4,2,23,Stress-Sensitive,75.01213154798717
2,9,10,12,Stress-Sensitive,25.035433645224987
7,3,7,0,Stress-Sensitive,78.86888929552079
4,9,6,2,Stress-Sensitive,24.418584982846795
6,2,2,22,Stress-Sensitive,84.89831272175181
2,4,4,18,Stress-Sensitive,76.43918102661742
9,6,5,11,Stress-Sensitive,64.30905143008502
8,5,4,6,Stress-Sensitive,81.04994953610976
5,4,5,15,Stress-Sensitive,79.56990151191432
8,1,3,19,Stress-Sensitive,80.82884893790316
2,5,8,11,Stress-Sensitive,75.46747095161683
7,6,8,13,Stress-Sensitive,66.4944193854484
2,5,4,23,Stress-Sensitive,68.99551954723452
10,8,5,19,Stress-Sensitive,48.08764450353282
6,5,3,13,Stress-Sensitive,80.21417804480113
7,4,1,5,Stress-Sensitive,80.86505028139962
1,8,9,10,Stress-Sensitive,26.584487508849342
5,3,5,15,Stress-Sensitive,76.58602388626711
10,7,7,23,Stress-Sensitive,62.13963208873627
10,2,7,22,Stress-Sensitive,87.53905427861807
9,9,4,4,Stress-Sensitive,34.34226784275623
10,8,8,17,Stress-Sensitive,47.75963171307001
9,4,1,16,Stress-Sensitive,78.93570105725708
3,7,1,10,Stress-Sensitive,46.014603989424046
1,2,1,8,Stress-Sensitive,70.39226832515273
7,7,1,16,Stress-Sensitive,57.189320528362764
3,10,2,13,Stress-Sensitive,19.966256773248922
3,6,9,4,Stress-Sensitive,56.42575354178119
3,8,5,21,Stress-Sensitive,36.124523097129
4,1,4,13,Stress-Sensitive,77.93981019251129
2,6,6,7,Stress-Sensitive,58.00002798541695
3,6,1,7,Stress-Sensitive,63.606501884915986
6,1,10,17,Stress-Sensitive,75.70981944974443
5,1,10,17,Stress-Sensitive,78.81098943472055
4,4,7,1,Stress-Sensitive,79.51540651125303
3,6,6,19,Stress-Sensitive,59.351684127640624
1,9,2,23,Stress-Sensitive,24.855658968386724
10,3,10,12,Stress-Sensitive,80.7730471001448
10,9,5,10,Stress-Sensitive,40.081435587683615
7,1,5,10,Stress-Sensitive,76.60377494016852
1,7,8,22,Stress-Sensitive,43.45961549049157
3,7,4,2,Stress-Sensitive,48.19702271509238
6,10,6,9,Stress-Sensitive,23.698086367121103
3,10,5,19,Stress-Sensitive,14.139236665517522
2,5,3,18,Stress-Sensitive,73.42414202890397
7,4,7,2,Stress-Sensitive,83.10015398562865
5,4,9,20,Stress-Sensitive,81.6288882334384
10,1,7,10,Stress-Sensitive,85.90915127086045
1,8,9,6,Stress-Sensitive,31.74580048414637
7,3,9,2,Stress-Sensitive,84.99961947588426
6,4,9,0,Stress-Sensitive,84.08125187264426
1,1,6,14,Stress-Sensitive,74.07006336795584
1,2,3,22,Stress-Sensitive,73.53304833525745
8,2,1,3,Stress-Sensitive,83.820928277142
9,7,6,9,Stress-Sensitive,56.00897065240883
6,6,1,14,Stress-Sensitive,66.21091006544394
7,8,5,1,Stress-Sensitive,42.20726115651423
7,4,3,8,Stress-Sensitive,82.94771945460816
7,2,1,10,Stress-Sensitive,79.36304777782543
3,5,3,9,Stress-Sensitive,76.92933781768427
9,10,4,22,Stress-Sensitive,35.24749876204042
9,1,1,0,Stress-Sensitive,90.47856717659084
5,7,7,9,Stress-Sensitive,46.733452667131544
10,9,3,19,Stress-Sensitive,36.43848992355004
4,4,6,15,Stress-Sensitive,77.17385487136262
7,9,3,23,Stress-Sensitive,33.119785771067185
8,1,5,12,Stress-Sensitive,84.3468324375864
8,8,2,2,Stress-Sensitive,49.04861453494506
2,1,2,21,Stress-Sensitive,72.60272324516998
4,4,4,2,Stress-Sensitive,76.25439318707843
8,5,7,21,Stress-Sensitive,77.98211337515379
3,2,2,22,Stress-Sensitive,71.42731682309147
10,3,8,17,Stress-Sensitive,84.05424891063144
9,7,9,1,Stress-Sensitive,53.66360028164509
6,5,2,3,Stress-Sensitive,83.64097922373888
5,9,1,19,Stress-Sensitive,34.757349058623284
5,8,3,20,Stress-Sensitive,36.95635558223945
3,7,2,6,Stress-Sensitive,52.58374732432673
9,5,6,9,Stress-Sensitive,80.12946896384966
5,3,8,5,Stress-Sensitive,76.61336559622296
3,1,10,0,Stress-Sensitive,80.15915502594989
2,10,5,22,Stress-Sensitive,19.51398000713079
1,1,4,14,Stress-Sensitive,74.40073047821582
10,5,9,23,Stress-Sensitive,83.71012518492181
7,10,2,8,Stress-Sensitive,27.45221064652931
10,10,9,2,Stress-Sensitive,33.88315804802872
7,1,9,14,Stress-Sensitive,78.94052433347939
3,7,6,4,Stress-Sensitive,44.98213476784412
4,5,4,18,Stress-Sensitive,73.65761213876053
1,1,9,15,Stress-Sensitive,63.51120387186133
7,2,10,4,Stress-Sensitive,83.04856596098237
9,6,6,19,Stress-Sensitive,67.2570774357393
2,8,8,18,Stress-Sensitive,30.53433973870641
8,4,1,16,Stress-Sensitive,83.50412978721145
9,4,1,15,Stress-Sensitive,84.08426322164168
2,1,10,8,Stress-Sensitive,77.26673151739531
5,4,4,13,Stress-Sensitive,82.11654187140803
8,5,5,22,Stress-Sensitive,84.73378684911347
2,7,1,4,Stress-Sensitive,43.2519716125445
6,10,1,8,Stress-Sensitive,30.956091683560878
9,1,4,23,Stress-Sensitive,85.16909616692402
8,10,9,8,Stress-Sensitive,30.939466411655182
1,9,4,11,Stress-Sensitive,27.129957702374643
3,6,3,0,Stress-Sensitive,51.66546015891091
10,6,5,2,Stress-Sensitive,71.69713380245352
10,10,4,3,Stress-Sensitive,39.71546704576423
3,6,1,10,Stress-Sensitive,60.36518522053708
2,1,5,15,Stress-Sensitive,75.98505273884767
8,3,6,2,Stress-Sensitive,79.7593912772898
7,10,1,15,Stress-Sensitive,28.90108066994648
1,5,9,4,Stress-Sensitive,67.0129076429968
6,7,2,0,Stress-Sensitive,44.42444546409355
3,10,1,3,Stress-Sensitive,27.643537018802398
4,7,6,18,Stress-Sensitive,49.82097763303945
9,5,10,0,Stress-Sensitive,78.2173380067748
8,4,1,17,Stress-Sensitive,82.03226397586982
8,10,8,13,Stress-Sensitive,33.6502702241435
9,6,9,10,Stress-Sensitive,65.06052336588432
10,3,6,15,Stress-Sensitive,87.2768766837776
7,6,2,20,Stress-Sensitive,61.50585521935461
3,2,10,0,Stress-Sensitive,76.19816807446814
1,7,9,21,Stress-Sensitive,40.27454798470096
8,7,9,6,Stress-Sensitive,55.77039978241259
10,5,2,13,Stress-Sensitive,84.40260041883441
8,4,3,12,Stress-Sensitive,81.37170690482203
2,7,1,2,Stress-Sensitive,44.711769651873766
1,1,5,21,Stress-Sensitive,74.987576922715
3,3,1,20,Stress-Sensitive,74.4185764090297
1,10,10,2,Stress-Sensitive,16.526138067328276
3,9,8,2,Stress-Sensitive,25.780919135497435
5,5,5,18,Stress-Sensitive,80.11400555274615
2,9,7,0,Stress-Sensitive,28.56361133785282
5,2,10,5,Stress-Sensitive,79.26451974083585
6,3,9,3,Stress-Sensitive,79.30662699922392
3,3,2,8,Stress-Sensitive,74.57385458222625
9,2,6,22,Stress-Sensitive,83.9892759474064
6,3,10,9,Stress-Sensitive,77.81531806181872
8,8,8,8,Stress-Sensitive,44.500061571003954
1,8,2,19,Stress-Sensitive,35.629597731359596
1,5,9,0,Stress-Sensitive,65.84620504802255
9,4,3,23,Stress-Sensitive,78.53976831682245
2,3,3,19,Stress-Sensitive,74.50975442358252
10,7,10,21,Stress-Sensitive,59.67274147887277
4,10,8,22,Stress-Sensitive,25.248636779688233
7,9,8,11,Stress-Sensitive,33.702088477501334
3,4,6,4,Stress-Sensitive,72.31949986578535
8,2,5,20,Stress-Sensitive,81.76107406538264
5,4,5,8,Stress-Sensitive,78.19049861073817
7,1,3,3,Stress-Sensitive,79.36967359078643
3,9,5,13,Stress-Sensitive,22.658742794723135
7,5,6,23,Stress-Sensitive,80.74833860998486
9,10,6,6,Stress-Sensitive,32.93438836723438
3,4,6,22,Stress-Sensitive,76.60110840894305
2,7,5,11,Stress-Sensitive,41.22443701722795
9,4,10,11,Stress-Sensitive,80.69369378362389
5,3,9,8,Stress-Sensitive,76.93720353616948
7,9,2,23,Stress-Sensitive,33.92273419698082
1,3,8,10,Stress-Sensitive,69.10926542886479
8,10,8,14,Stress-Sensitive,27.730413101596376
3,9,2,12,Stress-Sensitive,28.189953712726368
7,1,3,12,Stress-Sensitive,81.13849782137603
4,1,5,19,Stress-Sensitive,74.29110158937254
10,10,2,12,Stress-Sensitive,43.06887006622636
4,9,3,21,Stress-Sensitive,32.307987418704364
7,7,6,8,Stress-Sensitive,55.22652970459867
9,4,5,18,Stress-Sensitive,81.82284486270393
7,2,8,5,Stress-Sensitive,80.71700180811513
4,6,5,5,Stress-Sensitive,63.08709489066162
4,3,1,4,Stress-Sensitive,83.16423512352979
4,8,8,18,Stress-Sensitive,35.61253067716136
7,5,5,2,Stress-Sensitive,84.25919118078674
7,3,2,19,Stress-Sensitive,77.38767491077502
5,7,1,13,Stress-Sensitive,53.77471848629568
6,4,5,14,Stress-Sensitive,76.71786503790142
6,2,3,14,Stress-Sensitive,81.35681872198383
8,2,10,7,Stress-Sensitive,85.27606064630653
10,5,1,7,Stress-Sensitive,82.23182707562611
9,10,2,23,Stress-Sensitive,29.050389678186885
4,9,2,11,Stress-Sensitive,31.96685273858007
5,1,3,16,Stress-Sensitive,79.71857045216471
10,8,4,18,Stress-Sensitive,47.35774898683575
6,3,8,4,Stress-Sensitive,78.76285448580364
5,9,1,6,Stress-Sensitive,31.0275571308941
4,7,10,15,Stress-Sensitive,52.99091341401666
7,10,1,2,Stress-Sensitive,25.308884495615153
9,7,3,14,Stress-Sensitive,57.192851783031564
1,5,10,4,Stress-Sensitive,70.48331297526275
4,3,3,18,Stress-Sensitive,77.5834003493526
2,1,5,9,Stress-Sensitive,73.99897023933435
3,3,2,20,Stress-Sensitive,74.41109698874926
4,6,2,1,Stress-Sensitive,60.46084262592158
3,1,7,21,Stress-Sensitive,74.30330822191077
5,6,8,18,Stress-Sensitive,59.52566973557552
1,4,9,7,Stress-Sensitive,74.20426234160439
3,5,5,22,Stress-Sensitive,72.24939730091509
2,8,8,10,Stress-Sensitive,36.156323092429744
2,6,10,0,Stress-Sensitive,54.687785905727345
5,7,10,15,Stress-Sensitive,49.25084498342437
9,1,9,10,Stress-Sensitive,86.70853851764944
2,7,4,21,Stress-Sensitive,36.86962253940784
7,6,8,21,Stress-Sensitive,63.40920623188163
6,1,4,21,Stress-Sensitive,76.45258106046103
7,6,4,11,Stress-Sensitive,69.65780464062158
2,6,5,1,Stress-Sensitive,52.887475617991825
9,7,3,22,Stress-Sensitive,59.055170393763014
4,10,8,7,Stress-Sensitive,25.669011440054877
7,7,10,12,Stress-Sensitive,50.37855584375318
2,1,10,22,Stress-Sensitive,73.87174104362362
6,5,5,8,Stress-Sensitive,80.4190136514664
3,7,4,4,Stress-Sensitive,43.527265761258796
7,7,10,7,Stress-Sensitive,54.28720630358916
9,7,2,16,Stress-Sensitive,56.261445257867784
8,9,10,4,Stress-Sensitive,36.454068503826996
2,5,4,23,Stress-Sensitive,73.04772285947168
8,5,8,5,Stress-Sensitive,79.85847388824553
4,10,3,8,Stress-Sensitive,26.793231915098914
5,10,10,3,Stress-Sensitive,23.770666823712205
6,10,8,15,Stress-Sensitive,26.441087249811833
8,6,1,0,Stress-Sensitive,66.09231234283995
1,6,7,7,Stress-Sensitive,52.09845697097184
3,1,5,7,Stress-Sensitive,71.8101601930114
4,2,9,12,Stress-Sensitive,75.64892620703031
9,3,7,16,Stress-Sensitive,77.9024807343897
5,4,7,6,Stress-Sensitive,77.58540682131523
8,5,5,7,Stress-Sensitive,78.5390219457203
1,3,2,9,Stress-Sensitive,71.21913604278816
5,8,9,0,Stress-Sensitive,38.930148337380835
1,7,6,8,Stress-Sensitive,42.13361064528681
9,4,9,13,Stress-Sensitive,81.78346344697391
6,5,9,22,Stress-Sensitive,78.07662146395585
9,5,4,9,Stress-Sensitive,82.19262428198414
1,2,10,20,Stress-Sensitive,69.99985574723671
3,6,8,21,Stress-Sensitive,56.75201306913432
6,5,4,1,Stress-Sensitive,75.10729561137842
6,2,5,0,Stress-Sensitive,80.97564566119134
7,8,7,22,Stress-Sensitive,46.042759892502126
2,6,5,10,Stress-Sensitive,55.527667235933926
4,7,8,13,Stress-Sensitive,46.28553713494755
6,3,5,16,Stress-Sensitive,80.10367150487873
2,10,7,8,Stress-Sensitive,22.759281267178963
1,4,7,13,Stress-Sensitive,73.47897807123542
6,3,4,18,Stress-Sensitive,79.45469943736508
1,6,2,1,Stress-Sensitive,56.764824409807055
2,10,8,6,Stress-Sensitive,21.819666597803735
10,8,3,23,Stress-Sensitive,48.84033219367386
5,3,1,6,Stress-Sensitive,74.42061786149036
2,1,1,6,Stress-Sensitive,75.07406914324157
4,4,5,1,Stress-Sensitive,74.228914924584
5,2,4,9,Stress-Sensitive,82.59223667931576
6,9,4,12,Stress-Sensitive,30.608648408839244
5,6,4,5,Stress-Sensitive,57.14949218240642
3,10,4,14,Stress-Sensitive,23.69787540282121
5,9,10,9,Stress-Sensitive,29.555559544862025
5,5,3,6,Stress-Sensitive,78.0843220168842
2,3,2,14,Stress-Sensitive,72.3043660748163
8,8,8,23,Stress-Sensitive,41.57984461527846
8,9,2,8,Stress-Sensitive,38.704148249925694
5,2,10,20,Stress-Sensitive,76.23278661430916
8,9,9,0,Stress-Sensitive,38.80620737706801
6,3,9,18,Stress-Sensitive,77.8140966846103
2,9,8,7,Stress-Sensitive,23.44123344662246
5,4,9,11,Stress-Sensitive,79.42120068822452
1,6,7,5,Stress-Sensitive,51.57997930010237
9,5,10,14,Stress-Sensitive,78.78551824596852
8,7,4,4,Stress-Sensitive,51.2234840838505
10,3,2,13,Stress-Sensitive,84.41874346195418
3,10,1,12,Stress-Sensitive,23.096527950232954
3,5,10,11,Stress-Sensitive,73.98007045630135
4,5,6,20,Stress-Sensitive,74.72893629122514
3,2,6,11,Stress-Sensitive,75.36794162246659
3,4,6,15,Stress-Sensitive,75.51076111620925
2,3,9,1,Stress-Sensitive,75.4000124131035
3,9,4,0,Stress-Sensitive,25.623129216299258
3,9,9,15,Stress-Sensitive,25.076905358666504
6,6,3,4,Stress-Sensitive,62.31706304060644
10,9,9,16,Stress-Sensitive,37.59320508974231
8,9,5,3,Stress-Sensitive,42.21083036846002
5,3,6,8,Stress-Sensitive,79.27857193250169
9,5,8,3,Stress-Sensitive,80.98392776636946
7,8,5,0,Stress-Sensitive,42.91530532328848
9,9,7,11,Stress-Sensitive,38.34892463870583
5,3,10,0,Stress-Sensitive,71.44629317061387
6,8,2,7,Stress-Sensitive,45.58899388366393
3,10,8,15,Stress-Sensitive,23.94480339690335
4,3,9,7,Stress-Sensitive,79.21716637698214
8,3,10,11,Stress-Sensitive,82.28270523518196
6,5,8,8,Stress-Sensitive,81.17499135080985
1,5,8,5,Stress-Sensitive,72.68030414876964
1,5,5,11,Stress-Sensitive,74.0597520537411
6,6,2,1,Stress-Sensitive,59.6535745688412
6,8,2,8,Stress-Sensitive,39.15942033352227
9,4,4,3,Stress-Sensitive,83.90536445750776
5,8,2,4,Stress-Sensitive,35.40088455698669
8,1,7,2,Stress-Sensitive,80.5886874592282
4,8,3,12,Stress-Sensitive,33.877662216422635
9,6,3,22,Stress-Sensitive,73.9199082234555
5,8,8,11,Stress-Sensitive,38.15500352257905
2,3,5,23,Stress-Sensitive,77.32753824328185
10,2,5,13,Stress-Sensitive,82.89480254854736
4,7,5,3,Stress-Sensitive,45.644989856152996
7,3,9,12,Stress-Sensitive,76.55795000925937
5,4,2,17,Stress-Sensitive,78.11427476447005
7,10,7,19,Stress-Sensitive,26.49688513720554
2,9,1,14,Stress-Sensitive,24.922549842594496
8,6,10,22,Stress-Sensitive,67.65181960149461
9,10,4,11,Stress-Sensitive,33.09596335500227
5,4,1,9,Stress-Sensitive,76.9882220056298
5,3,2,12,Stress-Sensitive,78.72225410395592
6,4,10,2,Stress-Sensitive,80.24776797717277
7,2,8,10,Stress-Sensitive,77.22773885253326
5,10,7,20,Stress-Sensitive,24.83649880665242
4,5,6,20,Stress-Sensitive,81.0525112190219
10,1,1,2,Stress-Sensitive,84.78301299609308
5,9,7,10,Stress-Sensitive,28.870716038041586
8,2,5,8,Stress-Sensitive,77.88162625076077
8,2,9,9,Stress-Sensitive,80.48820796011599
9,4,2,18,Stress-Sensitive,82.38761069860142
3,3,10,21,Stress-Sensitive,81.18446330004895
3,3,9,17,Stress-Sensitive,78.27657133387203
3,7,2,10,Stress-Sensitive,45.33020209966898
8,9,8,7,Stress-Sensitive,35.81020794502773
8,5,6,3,Stress-Sensitive,81.08931077239986
1,5,3,8,Stress-Sensitive,69.42491553017109
3,3,5,15,Stress-Sensitive,73.69062045937817
1,5,8,14,Stress-Sensitive,76.87529005003798
1,2,2,5,Stress-Sensitive,69.87052565843834
1,1,2,14,Stress-Sensitive,72.11770212040103
9,8,10,0,Stress-Sensitive,49.61660041467369
5,4,9,13,Stress-Sensitive,76.40895618376632
8,7,10,4,Stress-Sensitive,53.06438365684832
5,4,2,13,Stress-Sensitive,74.17245380678868
10,10,3,10,Stress-Sensitive,35.47792762817657
3,3,8,21,Stress-Sensitive,75.21166889210237
3,4,2,15,Stress-Sensitive,70.38615132922519
6,10,1,16,Stress-Sensitive,29.300003714985614
7,1,1,11,Stress-Sensitive,85.01181023849878
1,8,7,13,Stress-Sensitive,30.986502913347387
2,4,7,8,Stress-Sensitive,75.62651514953323
3,10,7,11,Stress-Sensitive,23.00080884619472
8,3,10,3,Stress-Sensitive,77.25477036149637
3,10,8,9,Stress-Sensitive,24.709553595784215
2,3,3,3,Stress-Sensitive,68.17051645972143
2,2,3,11,Stress-Sensitive,72.75073599055149
1,3,1,2,Stress-Sensitive,67.89077196773061
4,6,7,22,Stress-Sensitive,59.451646908329785
4,6,1,7,Stress-Sensitive,59.42851475094811
6,2,8,19,Stress-Sensitive,78.92252617298477
10,5,10,11,Stress-Sensitive,87.99348282277683
5,4,6,0,Stress-Sensitive,79.07533882865745
8,9,1,3,Stress-Sensitive,40.209332646386585
2,2,1,20,Stress-Sensitive,74.50795545280997
3,8,10,12,Stress-Sensitive,34.49269540956971
6,10,5,17,Stress-Sensitive,27.934591155943725
9,7,1,15,Stress-Sensitive,54.518869772261795
6,7,6,9,Stress-Sensitive,44.75874550597686
9,3,6,15,Stress-Sensitive,89.08438067403779
6,8,4,14,Stress-Sensitive,41.320467710299994
1,5,3,2,Stress-Sensitive,75.47579080938216
2,6,6,18,Stress-Sensitive,53.49590479675945
9,5,1,9,Stress-Sensitive,84.94244731956738
6,10,3,19,Stress-Sensitive,31.078563839734116
6,10,4,5,Stress-Sensitive,23.594188280763063
3,10,1,21,Stress-Sensitive,21.595207135806444
10,3,8,22,Stress-Sensitive,85.94023615799155
8,10,10,17,Stress-Sensitive,29.507611436181698
1,3,5,7,Stress-Sensitive,74.15641174882029
2,2,8,13,Stress-Sensitive,63.891465679121794
1,2,4,18,Stress-Sensitive,66.48422867981321
1,4,2,9,Stress-Sensitive,69.9375077220772
7,9,3,16,Stress-Sensitive,38.1238569978693
10,1,6,20,Stress-Sensitive,86.22826663463344
7,9,8,2,Stress-Sensitive,33.95361611842663
10,5,8,17,Stress-Sensitive,89.87205939841793
10,10,7,10,Stress-Sensitive,35.5586452013481
8,1,8,13,Stress-Sensitive,77.22924428726657
7,2,7,22,Stress-Sensitive,76.14787163555208
9,2,8,15,Stress-Sensitive,82.62728962328912
3,3,10,23,Stress-Sensitive,69.45181946529962
9,2,3,7,Stress-Sensitive,88.11586562207862
10,4,3,23,Stress-Sensitive,82.23470471859721
9,8,9,16,Stress-Sensitive,46.07658781813394
4,7,5,0,Stress-Sensitive,49.65384355266941
2,5,6,0,Stress-Sensitive,77.34357329845409
7,10,3,15,Stress-Sensitive,28.781793641310248
1,7,3,4,Stress-Sensitive,44.369907572499
7,4,1,10,Stress-Sensitive,78.10677550463055
6,4,4,14,Stress-Sensitive,79.85883466924565
10,5,9,14,Stress-Sensitive,90.41334691596137
7,4,8,19,Stress-Sensitive,82.26878298771638
6,10,5,13,Stress-Sensitive,29.71259338159717
2,1,6,10,Stress-Sensitive,74.78657081738632
3,5,5,23,Stress-Sensitive,73.73547323581502
6,2,1,2,Stress-Sensitive,81.88951065358063
9,5,4,15,Stress-Sensitive,89.23585570712336
10,9,4,21,Stress-Sensitive,44.47749198460339
2,4,9,5,Stress-Sensitive,68.82246229858457
6,9,4,2,Stress-Sensitive,34.227402274758084
9,4,3,4,Stress-Sensitive,85.95452657641442
3,2,2,3,Stress-Sensitive,72.46408193170546
6,10,8,8,Stress-Sensitive,27.150382487376845
3,10,7,0,Stress-Sensitive,19.69319234365672
10,4,6,10,Stress-Sensitive,82.16304804618
6,6,2,20,Stress-Sensitive,68.61895270919692
5,8,5,11,Stress-Sensitive,35.55548315408484
10,3,9,2,Stress-Sensitive,82.43061457925295
1,8,1,7,Stress-Sensitive,27.57525515096058
6,2,9,7,Stress-Sensitive,85.097420983412
6,1,7,0,Stress-Sensitive,75.78505253899482
6,5,10,2,Stress-Sensitive,79.0279640133882
6,4,1,4,Stress-Sensitive,76.76396711485064
8,6,10,8,Stress-Sensitive,68.81010206295873
3,6,4,0,Stress-Sensitive,57.02375495385222
9,4,5,2,Stress-Sensitive,81.71573024881576
3,7,8,13,Stress-Sensitive,42.797212235705295
5,1,3,4,Stress-Sensitive,78.62014070476692
7,1,10,12,Stress-Sensitive,79.72862617062029
6,6,7,11,Stress-Sensitive,67.86072249995075
9,2,5,2,Stress-Sensitive,80.14840700277867
5,7,1,2,Stress-Sensitive,50.29324969111365
7,10,3,3,Stress-Sensitive,29.805756433675683
6,5,9,12,Stress-Sensitive,82.25219274102132
5,1,8,22,Stress-Sensitive,78.0700863822312
5,6,4,18,Stress-Sensitive,56.39529696812234
6,8,3,2,Stress-Sensitive,39.772605871692484
3,1,9,20,Stress-Sensitive,73.24965384037044
9,1,4,22,Stress-Sensitive,87.5011731419732
9,1,6,10,Stress-Sensitive,87.59619339497009
4,6,5,15,Stress-Sensitive,57.80860118139175
4,8,7,13,Stress-Sensitive,31.42225191168059
5,3,9,10,Stress-Sensitive,80.42532142986643
5,10,2,14,Stress-Sensitive,19.2426705851325
8,5,1,17,Stress-Sensitive,81.91699040512175
3,3,10,21,Stress-Sensitive,83.03034944326967
9,4,10,2,Stress-Sensitive,85.16302989008379
6,6,2,4,Stress-Sensitive,62.98715038471186
5,6,7,2,Stress-Sensitive,57.47117702045005
7,4,10,10,Stress-Sensitive,78.71449300277446
6,3,3,20,Stress-Sensitive,78.12578091595331
5,9,4,20,Stress-Sensitive,28.963034629311117
3,7,7,23,Stress-Sensitive,43.90687696794906
4,4,9,22,Stress-Sensitive,74.76085453349552
9,6,2,12,Stress-Sensitive,73.82125003186016
7,3,6,23,Stress-Sensitive,82.63969994253826
5,6,1,9,Stress-Sensitive,61.213319643970884
7,4,10,6,Stress-Sensitive,80.5927416471248
6,4,2,23,Stress-Sensitive,84.60784386096223
3,2,10,22,Stress-Sensitive,76.82729615584817
10,2,6,18,Stress-Sensitive,81.75039495044619
10,8,5,12,Stress-Sensitive,42.19198650314489
10,3,5,11,Stress-Sensitive,89.32326539120723
1,2,10,14,Stress-Sensitive,72.48939062019899
1,3,3,12,Stress-Sensitive,72.5648957682365
6,5,3,3,Stress-Sensitive,73.24926170658615
8,2,5,13,Stress-Sensitive,77.55826367991692
4,5,3,9,Stress-Sensitive,79.38595068656075
9,10,9,20,Stress-Sensitive,26.27997997041638
5,10,3,13,Stress-Sensitive,24.04467930737921
10,9,7,18,Stress-Sensitive,37.08528250906483
7,1,2,19,Stress-Sensitive,79.06422834510822
5,8,7,4,Stress-Sensitive,42.06934286165199
3,3,6,10,Stress-Sensitive,77.97329025621137
10,6,7,19,Stress-Sensitive,74.1185963627079
3,3,3,15,Stress-Sensitive,77.15411745916856
3,3,8,19,Stress-Sensitive,73.97227259334535
7,3,8,2,Stress-Sensitive,81.57914868883798
6,7,2,17,Stress-Sensitive,46.51007863979478
9,10,1,17,Stress-Sensitive,39.7219169237935
10,7,6,8,Stress-Sensitive,59.21310949488141
7,3,3,0,Stress-Sensitive,77.26490750861541
2,7,1,11,Stress-Sensitive,43.86480960470577
4,9,8,14,Stress-Sensitive,26.830998582484998
3,5,4,11,Stress-Sensitive,70.35505267062089
8,7,7,9,Stress-Sensitive,51.152004348161725
